t [s],Step_Index,Cycle_Index,I [A],V [V],cap_charge [Ahr],cap_discharge [Ahr]
33512.12044,7,1,0.055608414,3.87296772,2.019262991,0.516274338
33513.13605,7,1,-0.4506394,3.838162184,2.019267828,0.516361207
33514.15156,7,1,-0.44576293,3.838971615,2.019267828,0.516487322
33515.1673,7,1,-0.25305283,3.853217602,2.019267828,0.516573907
33516.18302,7,1,-0.63305473,3.826668501,2.019267828,0.516724502
33517.18304,7,1,-0.63323539,3.826668501,2.019267828,0.516900382
33518.19851,7,1,-0.63323539,3.826668501,2.019267828,0.51707898
33519.21405,7,1,-0.63305473,3.826992273,2.019267828,0.517257596
33520.22975,7,1,-0.63305473,3.826992273,2.019267828,0.517436236
33521.22981,7,1,-0.24871822,3.854674578,2.019267828,0.517526946
33522.24516,7,1,-0.8152895,3.814688921,2.019267828,0.517721428
33523.26106,7,1,-0.81998539,3.81387949,2.019267828,0.517956067
33524.2766,7,1,-1.10841835,3.792834282,2.019267828,0.518255001
33525.29229,7,1,-0.06088457,3.866816044,2.019267828,0.518429017
33526.30742,7,1,-0.2481764,3.855160236,2.019267828,0.518490507
33527.30785,7,1,-0.6225794,3.828773022,2.019267828,0.518648016
33528.32341,7,1,-0.62239879,3.828773022,2.019267828,0.518823621
33529.33901,7,1,-0.24293873,3.856131554,2.019267828,0.518905355
33530.33903,7,1,-0.23842348,3.857102871,2.019267828,0.518971685
33531.33909,7,1,-0.42029703,3.844637632,2.019267828,0.519082922
33532.35464,7,1,0.60285455,3.917971849,2.01935454,0.519139465
33533.35466,7,1,1.022590518,3.950349092,2.019628574,0.519139465
33534.35466,7,1,1.316261172,3.974146366,2.019988533,0.519139465
33535.36998,7,1,1.387601852,3.981916904,2.020372025,0.519139465
33536.37015,7,1,1.488562465,3.991791964,2.020789077,0.519139465
33537.37018,7,1,1.599817753,4.002152443,2.021231283,0.519139465
33538.38586,7,1,1.331974149,3.985316515,2.021613451,0.519139465
33539.38587,7,1,1.331974149,3.987097263,2.02198343,0.519139465
33540.40153,7,1,1.073161125,3.969937325,2.022290203,0.519139465
33541.41716,7,1,0.683586895,3.942902327,2.022487311,0.519139465
33542.41721,7,1,-1.92E-05,3.894174814,2.02249472,0.51913947
33543.43276,7,1,-1.92E-05,3.893365383,2.02249472,0.519139478
33544.44822,7,1,-1.92E-05,3.893365383,2.02249472,0.519139485
33545.44824,7,1,-1.92E-05,3.893041611,2.02249472,0.519139498
33546.46395,7,1,-1.92E-05,3.892879725,2.02249472,0.519139503
33547.47943,7,1,-1.92E-05,3.893041611,2.02249472,0.51913951
33548.47955,7,1,-1.92E-05,3.892879725,2.02249472,0.51913953
33549.49489,7,1,-1.92E-05,3.893041611,2.02249472,0.51913954
33550.49524,7,1,-0.40024939,3.865197182,2.02249472,0.5191439
33551.49525,7,1,-0.75424361,3.839295387,2.02249472,0.519260459
33552.51078,7,1,-0.66791236,3.843504429,2.02249472,0.519471784
33553.5265,7,1,-0.36466938,3.86357832,2.02249472,0.519654315
33554.54207,7,1,-1.14417899,3.809346676,2.02249472,0.519775772
33555.5421,7,1,-0.71378708,3.836705208,2.02249472,0.520083297
33556.55721,7,1,-0.66321653,3.840104818,2.02249472,0.520282975
33557.55761,7,1,-1.0329237,3.813717604,2.02249472,0.520476913
33558.55762,7,1,-1.59010327,3.772922277,2.02249472,0.520780738
33559.57325,7,1,-1.74651098,3.759161949,2.02249472,0.521235063
33560.57327,7,1,-1.6354363,3.764342308,2.02249472,0.521715936
33561.58885,7,1,-1.39721262,3.77923584,2.02249472,0.522168008
33562.60419,7,1,-1.35169911,3.781826019,2.02249472,0.522560097
33563.60448,7,1,-1.20504439,3.791053534,2.02249472,0.52292868
33564.62009,7,1,-1.33670855,3.781016588,2.02249472,0.523275222
33565.6357,7,1,-1.44796383,3.772112846,2.02249472,0.523658169
33566.6513,7,1,-1.26049137,3.784254313,2.02249472,0.524054884
33567.65144,7,1,-1.17957842,3.789272785,2.02249472,0.524400335
33568.66693,7,1,-0.8709172,3.810641766,2.02249472,0.524713043
33569.66694,7,1,-0.53155237,3.834762573,2.02249472,0.524934348
33570.68257,7,1,-0.38471702,3.846094608,2.02249472,0.52507538
33571.69814,7,1,-0.38489762,3.846904039,2.02249472,0.525183937
33572.69818,7,1,-0.38471702,3.847389698,2.02249472,0.52529083
33573.71376,7,1,-0.38489762,3.84771347,2.02249472,0.525399388
33574.71376,7,1,-0.38471702,3.848199129,2.02249472,0.525506279
33575.72937,7,1,-1.17939782,3.792186737,2.02249472,0.525678635
33576.74506,7,1,-0.63793123,3.828773022,2.02249472,0.525967953
33577.76062,7,1,-0.64334947,3.828773022,2.02249472,0.526148349
33578.77623,7,1,0.075656042,3.879766941,2.022501295,0.526272419
33579.77626,7,1,0.075836651,3.881547689,2.022522344,0.526272419
33580.77627,7,1,-0.08111281,3.871510744,2.022536152,0.526279809
33581.79184,7,1,-0.38471702,3.850627422,2.022536152,0.526331003
33582.80745,7,1,-0.38471702,3.850465536,2.022536152,0.526439568
33583.82307,7,1,0.182396129,3.890775204,2.022554343,0.526507262
33584.83871,7,1,0.622902155,3.923475981,2.022655443,0.526507262
33585.85432,7,1,1.650568962,3.998752832,2.022944906,0.526507262
33586.86993,7,1,1.331793547,3.980136156,2.023373866,0.526507262
33587.88557,7,1,1.073522329,3.964109421,2.023717658,0.526507262
33588.90117,7,1,-1.92E-05,3.889156342,2.023883049,0.526507265
33589.91678,7,1,-1.92E-05,3.88834691,2.023883049,0.526507272
33590.91681,7,1,-1.92E-05,3.887861252,2.023883049,0.52650728
33591.91682,7,1,-1.92E-05,3.888185024,2.023883049,0.526507288
33592.91683,7,1,-1.92E-05,3.888023138,2.023883049,0.526507296
33593.93239,7,1,-1.92E-05,3.888023138,2.023883049,0.526507303
33594.93246,7,1,-1.92E-05,3.88834691,2.023883049,0.52650731
33595.94801,7,1,-0.00019985,3.888185024,2.023883049,0.526507319
33596.96361,7,1,-0.00019985,3.888508797,2.023883049,0.526507329
33597.96362,7,1,-1.92E-05,3.888508797,2.023883049,0.526507337
33598.96362,7,1,-1.92E-05,3.888670683,2.023883049,0.526507342
33599.97921,7,1,-1.92E-05,3.888994455,2.023883049,0.526507355
33600.97922,7,1,-1.92E-05,3.888994455,2.023883049,0.526507362
33601.99455,7,1,-1.92E-05,3.889156342,2.023883049,0.52650737
33602.99457,7,1,-1.92E-05,3.889480114,2.023883049,0.526507381
33604.01046,7,1,-1.92E-05,3.889480114,2.023883049,0.526507388
33605.01046,7,1,-1.92E-05,3.889480114,2.023883049,0.526507396
33606.02617,7,1,-1.92E-05,3.889642,2.023883049,0.526507408
33607.0416,7,1,-1.92E-05,3.889803886,2.023883049,0.526507415
33608.05729,7,1,-1.92E-05,3.889965773,2.023883049,0.526507425
33609.07293,7,1,-1.05297136,3.814365149,2.023883049,0.526690215
33610.08856,7,1,-1.44814444,3.783606768,2.023883049,0.527056718
33611.10416,7,1,-1.837538,3.753010273,2.023883049,0.5275354
33612.11976,7,1,-2.25799632,3.719985723,2.023883049,0.528132307
33613.13537,7,1,-1.33147085,3.783606768,2.023883049,0.528590416
33614.15108,7,1,-1.30618548,3.784416199,2.023883049,0.528961191
33615.16668,7,1,-1.10390317,3.798014641,2.023883049,0.529289725
33616.18246,7,1,-0.21747281,3.861635685,2.023883049,0.529418402
33617.18282,7,1,-0.21765342,3.862607002,2.023883049,0.529478827
33618.19779,7,1,-0.63305473,3.833467484,2.023883049,0.529625839
33619.21344,7,1,-0.41505936,3.848684788,2.023883049,0.529758533
33620.22857,7,1,-0.21747281,3.863092661,2.023883049,0.529821497
33621.22914,7,1,-0.01537103,3.878471851,2.023883049,0.529847975
33622.22917,7,1,0.106540233,3.888023138,2.023905632,0.52984884
33623.24443,7,1,-0.11615101,3.872805834,2.023912573,0.529873578
33624.26034,7,1,0.029961897,3.88365221,2.023919371,0.529880005
33625.27598,7,1,-0.62781709,3.836543322,2.02392081,0.530025735
33626.29156,7,1,-0.32403228,3.857912302,2.02392081,0.530131604
33627.30664,7,1,-0.11615101,3.87296772,2.02392081,0.530165795
33628.30714,7,1,0.065722533,3.886728048,2.023936501,0.530178002
33629.32268,7,1,-0.11181638,3.87426281,2.023938784,0.530205221
33630.32269,7,1,-0.20753931,3.867625475,2.023938784,0.530259295
33631.32281,7,1,-0.30922231,3.860178709,2.023938784,0.530341424
33632.33823,7,1,-0.6279977,3.83702898,2.023938784,0.530505431
33633.33839,7,1,-0.72895831,3.829096794,2.023938784,0.530707557
33634.35398,7,1,-1.04827547,3.804975748,2.023938784,0.530992888
33635.36962,7,1,-0.8962025,3.815012693,2.023938784,0.531249727
33636.36963,7,1,-1.2559762,3.787977695,2.023938784,0.53159157
33637.38522,7,1,-1.09848487,3.798014641,2.023938784,0.531904527
33638.40083,7,1,-0.39483112,3.848199129,2.023938784,0.532029664
33639.41651,7,1,-0.40024939,3.848199129,2.023938784,0.53214249
33640.43177,7,1,-0.77447182,3.821488142,2.023938784,0.532353567
33641.4321,7,1,-0.75442421,3.822297573,2.023938784,0.532566633
33642.44769,7,1,-0.76995659,3.820840597,2.023938784,0.532783759
33643.46335,7,1,-0.32385167,3.852246284,2.023938784,0.53291411
33644.47892,7,1,-0.32403228,3.852893829,2.023938784,0.533005479
33645.49422,7,1,-0.53679001,3.838485956,2.023938784,0.533096839
33646.49437,7,1,-1.49889565,3.771627188,2.023938784,0.53325223
33647.51018,7,1,-2.05083752,3.728889465,2.023938784,0.533689957
33648.52577,7,1,-1.52905738,3.761752129,2.023938784,0.534255988
33649.52579,7,1,-1.08367491,3.792024851,2.023938784,0.534672034
33650.54139,7,1,-1.04827547,3.79461503,2.023938784,0.534976919
33651.55703,7,1,0.399849683,3.89563179,2.023950931,0.535237627
33652.57265,7,1,1.772480249,3.996162653,2.024114376,0.535237627
33653.58824,7,1,1.625464201,3.992115736,2.024608634,0.535237627
33654.58825,7,1,1.311204076,3.973660707,2.025048505,0.535237627
33655.6036,7,1,0.977076948,3.952453613,2.025403111,0.535237627
33656.61946,7,1,-1.92E-05,3.885271072,2.025630071,0.535237628
33657.63507,7,1,-1.92E-05,3.883975983,2.025630071,0.535237638
33658.63508,7,1,-1.92E-05,3.88365221,2.025630071,0.535237645
33659.65073,7,1,-1.92E-05,3.88365221,2.025630071,0.535237651
33660.66631,7,1,-1.92E-05,3.88365221,2.025630071,0.535237662
33661.66636,7,1,-1.92E-05,3.883814096,2.025630071,0.535237672
33662.68196,7,1,-1.92E-05,3.883975983,2.025630071,0.535237679
33663.69756,7,1,-1.92E-05,3.884137869,2.025630071,0.535237688
33664.71316,7,1,-1.92E-05,3.884461641,2.025630071,0.535237698
33665.71316,7,1,-1.92E-05,3.884461641,2.025630071,0.535237709
33666.72877,7,1,-1.92E-05,3.884623528,2.025630071,0.535237718
33667.74451,7,1,-1.92E-05,3.8849473,2.025630071,0.53523773
33668.76001,7,1,-1.92E-05,3.885109186,2.025630071,0.535237738
33669.77565,7,1,-1.92E-05,3.885271072,2.025630071,0.535237745
33670.77565,7,1,-1.92E-05,3.885432959,2.025630071,0.535237756
33671.77566,7,1,-1.92E-05,3.885594845,2.025630071,0.535237765
33672.7757,7,1,-1.92E-05,3.885756731,2.025630071,0.535237776
33673.79123,7,1,-1.92E-05,3.885918617,2.025630071,0.535237795
33674.80688,7,1,-1.92E-05,3.886080503,2.025630071,0.535237802
33675.82246,7,1,-1.92E-05,3.886080503,2.025630071,0.535237807
33676.83768,7,1,-1.92E-05,3.88624239,2.025630071,0.535237817
33677.83783,7,1,-1.92E-05,3.886566162,2.025630071,0.535237825
33678.83806,7,1,-1.92E-05,3.886728048,2.025630071,0.535237835
33679.83807,7,1,-1.92E-05,3.886728048,2.025630071,0.535237846
33680.85369,7,1,-1.92E-05,3.887051821,2.025630071,0.535237853
33681.8537,7,1,-0.00019985,3.886889935,2.025630071,0.535237863
33682.86929,7,1,-1.92E-05,3.886889935,2.025630071,0.535237869
33683.8849,7,1,-1.92E-05,3.887051821,2.025630071,0.535237882
33684.90055,7,1,-1.92E-05,3.887213707,2.025630071,0.535237891
33685.90056,7,1,-0.6480453,3.841076136,2.025630071,0.535318036
33686.91618,7,1,-0.81998539,3.827316046,2.025630071,0.53552285
33687.91622,7,1,-1.71634924,3.761914015,2.025630071,0.53586932
33688.93124,7,1,-1.39233613,3.781987906,2.025630071,0.536278964
33689.93174,7,1,-1.64536977,3.762075901,2.025630071,0.536729487
33690.93176,7,1,-1.20504439,3.79121542,2.025630071,0.537128277
33691.94735,7,1,-1.16964495,3.792834282,2.025630071,0.537463152
33692.96295,7,1,-2.0051434,3.733098507,2.025630071,0.537825732
33693.97857,7,1,-2.16173172,3.718528748,2.025630071,0.538414153
33694.97861,7,1,-1.65548384,3.75220108,2.025630071,0.538941046
33695.99374,7,1,-1.57439029,3.757057428,2.025630071,0.539334297
33696.9942,7,1,-1.54910505,3.757381201,2.025630071,0.539829299
33698.00983,7,1,-1.75680566,3.741354704,2.025630071,0.540298329
33699.00983,7,1,-1.35169911,3.768875122,2.025630071,0.540723898
33700.02546,7,1,-0.76417708,3.809994221,2.025630071,0.541073375
33701.04103,7,1,-0.92166841,3.799471617,2.025630071,0.54131534
33702.04105,7,1,-0.56677115,3.825049639,2.025630071,0.541514422
33703.05671,7,1,-0.57218945,3.825373411,2.025630071,0.541675269
33704.07229,7,1,-0.41487876,3.83702898,2.025630071,0.541808714
33705.07231,7,1,-0.65815943,3.820031166,2.025630071,0.541966688
33706.08791,7,1,-0.57706589,3.826020956,2.025630071,0.542138074
33707.10311,7,1,-0.42029703,3.837514639,2.025630071,0.542272592
33708.10353,7,1,0.1312837,3.877500534,2.025654003,0.542311584
33709.11902,7,1,0.131464317,3.879119396,2.025691038,0.542311584
33710.11912,7,1,1.017894626,3.94403553,2.025891056,0.542311584
33711.11912,7,1,1.124454141,3.954558134,2.026193455,0.542311584
33712.13471,7,1,1.342268944,3.973013163,2.026553159,0.542311584
33713.15004,7,1,0.789785147,3.935779333,2.026846812,0.542311584
33714.15024,7,1,0.627417386,3.925418615,2.027037216,0.542311584
33715.16596,7,1,0.76955688,3.936426878,2.027243247,0.542311584
33716.16599,7,1,-1.92E-05,3.882357121,2.027301692,0.542311591
33717.18167,7,1,-1.92E-05,3.881871462,2.027301692,0.542311601
33718.18176,7,1,-1.92E-05,3.881871462,2.027301692,0.542311611
33719.18178,7,1,-1.92E-05,3.881871462,2.027301692,0.542311622
33720.19707,7,1,-1.92E-05,3.882033348,2.027301692,0.542311632
33721.1972,7,1,-1.92E-05,3.882195234,2.027301692,0.54231164
33722.21283,7,1,-1.92E-05,3.882357121,2.027301692,0.542311647
33723.22842,7,1,-1.92E-05,3.882357121,2.027301692,0.542311654
33724.22843,7,1,-1.92E-05,3.882680893,2.027301692,0.542311666
33725.24372,7,1,-1.92E-05,3.882680893,2.027301692,0.542311676
33726.24405,7,1,-1.92E-05,3.882842779,2.027301692,0.542311685
33727.25969,7,1,-0.00019985,3.883004665,2.027301692,0.542311696
33728.27525,7,1,-1.92E-05,3.883166552,2.027301692,0.542311715
33729.27525,7,1,-1.92E-05,3.883166552,2.027301692,0.542311724
33730.27529,7,1,-1.92E-05,3.883490324,2.027301692,0.542311733
33731.29087,7,1,-1.92E-05,3.88365221,2.027301692,0.54231174
33732.30646,7,1,-1.92E-05,3.88365221,2.027301692,0.542311747
33733.32214,7,1,-1.92E-05,3.883975983,2.027301692,0.542311756
33734.33774,7,1,-0.4603923,3.850465536,2.027301692,0.542424663
33735.3378,7,1,-0.62781709,3.837676525,2.027301692,0.54259362
33736.35322,7,1,-0.39013529,3.853865147,2.027301692,0.542710361
33737.36854,7,1,-0.69879651,3.831201315,2.027301692,0.542900058
33738.36894,7,1,-1.40263093,3.779073954,2.027301692,0.54327299
33739.38456,7,1,-1.36723149,3.779397726,2.027301692,0.543659447
33740.40017,7,1,-1.60003686,3.760780811,2.027301692,0.54410982
33741.40017,7,1,-1.02299023,3.800766706,2.027301692,0.544400245
33742.41582,7,1,-1.630018,3.756086111,2.027301692,0.544850904
33743.41583,7,1,-0.51150471,3.835410118,2.027301692,0.545005061
33744.43134,7,1,-0.00995275,3.872643948,2.027301692,0.54501004
33745.44701,7,1,-0.20753931,3.859207392,2.027301692,0.545067702
33746.46261,7,1,-1.1896925,3.786035061,2.027301692,0.545535726
33747.46262,7,1,-1.14959729,3.788301468,2.027301692,0.545865917
33748.46262,7,1,-1.69630158,3.75009656,2.027301692,0.546188765
33749.46263,7,1,-1.41238379,3.766608715,2.027301692,0.546659375
33750.47823,7,1,-0.32385167,3.840914249,2.027301692,0.547050787
33751.49355,7,1,0.08577016,3.872482061,2.027302064,0.547137567
33752.49355,7,1,-1.02280962,3.798014641,2.027325149,0.547144041
33753.50954,7,1,-1.05297136,3.793158054,2.027325149,0.54743755
33754.52508,7,1,-0.56207532,3.826668501,2.027325149,0.547724979
33755.54071,7,1,0.409963816,3.895469904,2.027335824,0.547866809
33756.55632,7,1,0.364089072,3.894984245,2.027449996,0.547866809
33757.55632,7,1,0.455477357,3.903240442,2.027553764,0.547866809
33758.57193,7,1,1.113798141,3.95132041,2.027705106,0.547866809
33759.58754,7,1,1.099168777,3.953586817,2.028018656,0.547866809
33760.60323,7,1,0.820308089,3.936264992,2.028315991,0.547866809
33761.61883,7,1,-1.92E-05,3.879928827,2.028510037,0.54786681
33762.63438,7,1,-1.92E-05,3.879119396,2.028510037,0.547866816
33763.65003,7,1,-1.92E-05,3.87895751,2.028510037,0.54786683
33764.66564,7,1,-1.92E-05,3.879119396,2.028510037,0.54786684
33765.68128,7,1,-1.92E-05,3.879119396,2.028510037,0.547866849
33766.69667,7,1,-0.00019985,3.879281282,2.028510037,0.547866857
33767.69685,7,1,-0.04553278,3.876205444,2.028510037,0.547870125
33768.7125,7,1,-0.8709172,3.817764759,2.028510037,0.547952789
33769.72808,7,1,-1.06832314,3.801576138,2.028510037,0.548213478
33770.74372,7,1,-1.66559803,3.757381201,2.028510037,0.548562844
33771.74374,7,1,-2.04054284,3.727918148,2.028510037,0.549057254
33772.75932,7,1,-1.20504439,3.78393054,2.028510037,0.549558572
33773.75936,7,1,-1.74669158,3.744754314,2.028510037,0.54993915
33774.77493,7,1,-1.89334631,3.73212719,2.028510037,0.550444891
33775.77497,7,1,-1.72646332,3.741840363,2.028510037,0.550954888
33776.79055,7,1,-2.17708349,3.708329916,2.028510037,0.551485928
33777.79055,7,1,-2.09617043,3.71156764,2.028510037,0.552083109
33778.80616,7,1,-1.9997251,3.716586113,2.028510037,0.552665259
33779.82176,7,1,-1.62550271,3.74151659,2.028510037,0.553190436
33780.82178,7,1,-1.69630158,3.735688686,2.028510037,0.553649671
33781.83741,7,1,-1.1895119,3.77065587,2.028510037,0.554074366
33782.85301,7,1,-1.07825661,3.778912067,2.028510037,0.554397647
33783.86863,7,1,-0.81005186,3.798176527,2.028510037,0.554669263
33784.88427,7,1,-0.96736252,3.787330151,2.028510037,0.554917234
33785.89986,7,1,-0.8407554,3.796233892,2.028510037,0.555175012
33786.8999,7,1,-0.45045877,3.82456398,2.028510037,0.555359437
33787.9155,7,1,0.014790718,3.858721733,2.028511962,0.55542583
33788.91552,7,1,-0.27833813,3.839295387,2.028514145,0.555461433
33789.9311,7,1,-0.11651222,3.85159874,2.028514145,0.555518508
33790.94671,7,1,0.141939655,3.871186972,2.028533373,0.555534653
33791.96232,7,1,0.263670295,3.881385803,2.028591076,0.555534653
33792.97798,7,1,0.678349197,3.912467957,2.02872751,0.555534653
33793.99327,7,1,1.0780375,3.943064213,2.02897492,0.555534653
33794.99327,7,1,1.012656927,3.941121578,2.029264839,0.555534653
33796.00919,7,1,1.174482942,3.954881907,2.029580613,0.555534653
33797.00919,7,1,0.987191081,3.943873644,2.029877199,0.555534653
33798.0092,7,1,0.526276171,3.912144184,2.030080356,0.555534653
33799.02479,7,1,0.673653364,3.923475981,2.030251866,0.555534653
33800.04041,7,1,-1.92E-05,3.876205444,2.030329349,0.555534658
33801.04041,7,1,-1.92E-05,3.876043558,2.030329349,0.555534667
33802.0561,7,1,-1.92E-05,3.876043558,2.030329349,0.555534675
33803.05616,7,1,-1.92E-05,3.876043558,2.030329349,0.555534683
33804.07143,7,1,-0.05077045,3.872320175,2.030329349,0.555543286
33805.0716,7,1,-1.92E-05,3.876043558,2.030329349,0.555548689
33806.08694,7,1,-1.92E-05,3.876205444,2.030329349,0.555548696
33807.08725,7,1,-0.96212488,3.807080269,2.030329349,0.555717802
33808.08729,7,1,-1.06832314,3.797367096,2.030329349,0.556003971
33809.10288,7,1,-1.78191042,3.744592428,2.030329349,0.556437001
33810.11845,7,1,-2.40013599,3.696997881,2.030329349,0.557053717
33811.11849,7,1,-2.42018366,3.691979408,2.030329349,0.557724115
33812.13387,7,1,-1.61556923,3.746696949,2.030329349,0.558251305
33813.13406,7,1,-1.04303777,3.787006378,2.030329349,0.558588306
33814.14957,7,1,-1.30618548,3.767741919,2.030329349,0.558930482
33815.14973,7,1,-1.42791617,3.758190632,2.030329349,0.559317138
33816.14975,7,1,-1.58468509,3.745725632,2.030329349,0.559744063
33817.14975,7,1,-1.65548384,3.739250183,2.030329349,0.56019794
33818.16518,7,1,-2.53125834,3.674981356,2.030329349,0.560839753
33819.181,7,1,-2.30350995,3.688579798,2.030329349,0.561508055
33820.18107,7,1,-1.68564558,3.731155872,2.030329349,0.562023266
33821.19652,7,1,-1.09848487,3.772922277,2.030329349,0.562375133
33822.21211,7,1,-0.82540363,3.792672396,2.030329349,0.562626943
33823.21211,7,1,-1.23051023,3.764018536,2.030329349,0.562941475
33824.22775,7,1,-0.4603923,3.819221735,2.030329349,0.563123169
33825.22776,7,1,-0.4603923,3.820354939,2.030329349,0.56325106
33826.22776,7,1,-0.29368994,3.832820177,2.030329349,0.563342427
33827.24305,7,1,0.014790718,3.85629344,2.030332495,0.563360879
33828.24308,7,1,-0.12156928,3.847875357,2.030333391,0.563386992
33829.259,7,1,-0.44016406,3.825535297,2.030333391,0.563493066
33830.27463,7,1,-0.44034466,3.825697184,2.030333391,0.563617279
33831.27464,7,1,-0.27833813,3.837676525,2.030333391,0.563702656
33832.29019,7,1,0.207681432,3.873453379,2.030381185,0.563716087
33833.29019,7,1,-0.26840463,3.840428591,2.030389302,0.563779105
33834.2902,7,1,-0.42047763,3.829582453,2.030389302,0.563889594
33835.30583,7,1,-0.42047763,3.829744339,2.030389302,0.564008179
33836.32145,7,1,-0.42047763,3.829906225,2.030389302,0.564126763
33837.33702,7,1,-0.42029703,3.829906225,2.030389302,0.564245339
33838.33703,7,1,-0.42029703,3.830068111,2.030389302,0.564362107
33839.33707,7,1,-0.58230352,3.818412304,2.030389302,0.564518608
33840.35262,7,1,-0.95652598,3.791053534,2.030389302,0.564776284
33841.35268,7,1,-1.12395072,3.77794075,2.030389302,0.565084523
33842.36796,7,1,-2.55166721,3.673200607,2.030389302,0.565759271
33843.36822,7,1,-1.93940163,3.71415782,2.030389302,0.566322344
33844.38386,7,1,-1.97949696,3.70946312,2.030389302,0.566879859
33845.39947,7,1,-2.0551722,3.70217824,2.030389302,0.56745853
33846.39948,7,1,-0.58248419,3.807404041,2.030389302,0.567636294
33847.39949,7,1,-1.44814444,3.745563745,2.030389302,0.568025391
33848.41514,7,1,-1.20504439,3.762399673,2.030389302,0.568369049
33849.43071,7,1,-1.05279076,3.773084164,2.030389302,0.568666729
33850.44632,7,1,-0.41469815,3.819545507,2.030389302,0.568786564
33851.46191,7,1,-0.59223706,3.808699131,2.030389302,0.568851052
33852.46192,7,1,-0.40494525,3.821488142,2.030389302,0.569014378
33853.46194,7,1,-0.03650232,3.847065926,2.030389302,0.569123656
33854.47756,7,1,0.142300874,3.86228323,2.030390152,0.569133328
33855.49287,7,1,-0.40006879,3.826506615,2.030427773,0.569136179
33856.50878,7,1,0.142300874,3.863740206,2.030429621,0.569243263
33857.50888,7,1,0.142120257,3.865359068,2.030469086,0.569243263
33858.52439,7,1,-0.36954582,3.831039429,2.030506078,0.569250172
33859.5244,7,1,-0.00525691,3.855969667,2.030506078,0.569345675
33860.52445,7,1,-0.35925108,3.832334518,2.030506078,0.569354833
33861.54,7,1,0.470829129,3.889965773,2.030518567,0.569445266
33862.54002,7,1,0.212196663,3.87426281,2.03064317,0.569445266
33863.5556,7,1,-0.31897524,3.838000298,2.030695723,0.569454039
33864.57122,7,1,-0.4858582,3.82585907,2.030695723,0.569550236
33865.57124,7,1,-0.4856776,3.825049639,2.030695723,0.569685184
33866.57125,7,1,-0.4858582,3.824887753,2.030695723,0.56982014
33867.58684,7,1,0.010275486,3.859531164,2.030696069,0.569939255
33868.60216,7,1,-0.30922231,3.838162184,2.030698438,0.569953298
33869.60216,7,1,-0.4759247,3.826506615,2.030698438,0.570046755
33870.60258,7,1,-0.13637924,3.849979877,2.030698438,0.570164232
33871.61808,7,1,0.075656042,3.86568284,2.030701726,0.570196315
33872.63372,7,1,0.273423195,3.880414486,2.030729111,0.570196315
33873.64935,7,1,0.142120257,3.872482061,2.030798246,0.570196315
33874.6649,7,1,0.26854676,3.882033348,2.030846554,0.570196315
33875.68004,7,1,0.805136919,3.920562029,2.030935116,0.570196315
33876.68052,7,1,0.962447584,3.934160471,2.031194125,0.570196315
33877.68053,7,1,0.881534636,3.930598974,2.031455821,0.570196315
33878.69612,7,1,0.662816823,3.916514874,2.031687887,0.570196315
33879.71173,7,1,0.526456773,3.907773256,2.03186779,0.570196315
33880.72736,7,1,-0.24293873,3.854027033,2.03197184,0.570215296
33881.74297,7,1,-1.14923608,3.788463354,2.03197184,0.570356585
33882.75861,7,1,-1.09360838,3.789596558,2.03197184,0.570675783
33883.77427,7,1,-0.79451942,3.808861017,2.03197184,0.570955139
33884.78984,7,1,-0.90089834,3.80060482,2.03197184,0.571189918
33885.80545,7,1,-1.01739132,3.79121542,2.03197184,0.571456264
33886.82111,7,1,-1.04827547,3.787815809,2.03197184,0.571746671
33887.83628,7,1,-1.27584314,3.770332098,2.03197184,0.572067943
33888.83668,7,1,-1.58992267,3.746373177,2.03197184,0.572457961
33889.85228,7,1,-1.66072154,3.739250183,2.03197184,0.572914816
33890.86793,7,1,-1.16494906,3.772922277,2.03197184,0.573322037
33891.88353,7,1,-0.40006879,3.826992273,2.03197184,0.573554432
33892.88354,7,1,-0.63323539,3.811127424,2.03197184,0.573694917
33893.89896,7,1,-0.63775063,3.811127424,2.03197184,0.57387412
33894.89914,7,1,-0.6476841,3.810156107,2.03197184,0.574052646
33895.89917,7,1,-1.16946435,3.772760391,2.03197184,0.574300522
33896.9148,7,1,-0.81998539,3.796395779,2.03197184,0.574583462
33897.93037,7,1,-1.36163259,3.757381201,2.03197184,0.574888853
33898.94599,7,1,-0.62239879,3.808861017,2.03197184,0.575167157
33899.94601,7,1,-0.62781709,3.808861017,2.03197184,0.575340833
33900.9616,7,1,-0.62781709,3.809022903,2.03197184,0.575517951
33901.97726,7,1,-0.29856637,3.832658291,2.03197184,0.575645035
33902.99253,7,1,0.445543855,3.886889935,2.032038195,0.575681307
33904.00848,7,1,0.207862034,3.871996403,2.032127614,0.575681307
33905.00848,7,1,0.141939655,3.86827302,2.032174911,0.575681307
33906.00853,7,1,0.617483854,3.903240442,2.032290735,0.575681307
33907.02365,7,1,0.328689635,3.884461641,2.032415914,0.575681307
33908.02386,7,1,0.131464317,3.871348858,2.032475532,0.575681307
33909.02409,7,1,-0.73419595,3.809346676,2.032490348,0.575801835
33910.03966,7,1,-0.74900591,3.807080269,2.032490348,0.576011473
33911.03967,7,1,-0.90107894,3.795100689,2.032490348,0.576245282
33912.05518,7,1,-0.63323539,3.813231945,2.032490348,0.576452975
33913.07084,7,1,-1.06850374,3.781664133,2.032490348,0.576709043
