t [s],tt [s],Step_Index,Cycle_Index,I [A],V [V],cap_charge [Ahr],cap_discharge [Ahr]
11903.79862,1080.655354,5,1,-1.00023341,3.91020155,2.052720049,0.300241815
11913.80827,1090.665006,5,1,-1.00023341,3.908420801,2.052720049,0.303022842
11923.81204,1100.668778,5,1,-1.00005281,3.906801939,2.052720049,0.305802232
11933.81585,1110.672586,5,1,-1.00023341,3.905183077,2.052720049,0.308581601
11943.82648,1120.68321,5,1,-1.00023341,3.903726101,2.052720049,0.311362866
11953.83032,1130.687054,5,1,-1.00023341,3.902107239,2.052720049,0.314142284
11963.8341,1140.690834,5,1,-1.00023341,3.900164604,2.052720049,0.316921674
11973.84472,1150.701451,5,1,-1.00023341,3.898707628,2.052720049,0.319702926
11983.84859,1160.705324,5,1,-1.00041401,3.897088766,2.052720049,0.322482352
11993.85233,1170.709062,5,1,-1.00023341,3.89563179,2.052720049,0.325261748
12003.86195,1180.718687,5,1,-1.00023341,3.894174814,2.052720049,0.32804278
12013.86577,1190.722504,5,1,-1.00041401,3.892394066,2.052720049,0.330822111
12023.86955,1200.726284,5,1,-1.00041401,3.890775204,2.052720049,0.333601493
12033.87682,1210.73356,5,1,-1.00005281,3.889318228,2.052720049,0.336381826
12043.88301,1220.739743,5,1,-1.00023341,3.887699366,2.052720049,0.339161852
12053.88681,1230.743542,5,1,-1.00005281,3.886080503,2.052720049,0.3419412
12063.8931,1240.749834,5,1,-1.00023341,3.884461641,2.052720049,0.344721281
12073.89932,1250.75605,5,1,-1.00023341,3.882842779,2.052720049,0.347501317
12083.9031,1260.759832,5,1,-1.00023341,3.881385803,2.052720049,0.350280669
12093.90937,1270.766109,5,1,-1.00041401,3.879605055,2.052720049,0.353060764
12103.91656,1280.773297,5,1,-1.00023341,3.877986193,2.052720049,0.355841089
12113.92035,1290.777083,5,1,-1.00023341,3.876529217,2.052720049,0.358620466
12123.92422,1300.780956,5,1,-1.00005281,3.875072241,2.052720049,0.36139989
12133.93378,1310.790516,5,1,-1.00023341,3.873291492,2.052720049,0.364180882
12143.93764,1320.794373,5,1,-1.00023341,3.87167263,2.052720049,0.36696027
12153.94144,1330.798175,5,1,-1.00023341,3.870053768,2.052720049,0.369739682
12163.95009,1340.806823,5,1,-1.00005281,3.868596792,2.052720049,0.372520407
12173.95386,1350.810594,5,1,-1.00023341,3.86697793,2.052720049,0.375299803
12183.95773,1360.814463,5,1,-1.00005281,3.865520954,2.052720049,0.378079237
12193.96836,1370.825098,5,1,-1.00005281,3.864063978,2.052720049,0.380860485
12203.97213,1380.828861,5,1,-1.00005281,3.86228323,2.052720049,0.383639883
12213.97491,1390.831642,5,1,-1.00023341,3.860664368,2.052720049,0.386419005
12223.98458,1400.841312,5,1,-1.00023341,3.859207392,2.052720049,0.389199996
12233.98836,1410.845099,5,1,-1.00041401,3.857426643,2.052720049,0.391979373
12243.99218,1420.848912,5,1,-1.00005281,3.855969667,2.052720049,0.394758796
12253.99988,1430.856618,5,1,-1.00023341,3.854512691,2.052720049,0.397539294
12263.15308,1440.009819,5,1,-1.00023341,3.853217602,2.052720049,0.400082372
12264.15667,1.002912011,6,1,0,3.92736125,2.052720049,0.400082372
12265.16802,1.002882116,7,1,-0.11109395,3.920723915,2.052720049,0.400111915
12266.17093,2.005798959,7,1,-0.11091334,3.921857119,2.052720049,0.400142838
12267.17386,3.008725656,7,1,-0.11091334,3.922828436,2.052720049,0.400173759
12268.17677,4.01163704,7,1,-0.11091334,3.923637867,2.052720049,0.400204677
12269.17969,5.014551617,7,1,-0.11109395,3.924285412,2.052720049,0.400235591
12270.18261,6.017473402,7,1,-0.83389229,3.871348858,2.052720049,0.400464139
12271.18552,7.020388706,7,1,-0.83425349,3.870377541,2.052720049,0.400696515
12272.18845,8.023312997,7,1,-0.83407289,3.870053768,2.052720049,0.400928882
12273.19139,9.026253328,7,1,-0.83425349,3.869729996,2.052720049,0.401161261
12274.19433,10.02919564,7,1,-0.66809297,3.880738258,2.052720049,0.401393344
12275.20306,11.03792994,7,1,-0.66682869,3.881385803,2.052720049,0.401580173
12276.20598,12.04084426,7,1,-0.66646749,3.881547689,2.052720049,0.401765894
12277.20897,13.04383159,7,1,-0.66646749,3.881709576,2.052720049,0.401951649
12278.21187,14.04673283,7,1,-0.66664809,3.881547689,2.052720049,0.402137376
12279.21481,15.04967194,7,1,-0.66664809,3.881547689,2.052720049,0.402323116
12280.21775,16.05261546,7,1,-0.99987221,3.856940985,2.052720049,0.402601186
12281.22062,17.05548835,7,1,-1.00023341,3.85629344,2.052720049,0.40287981
12282.22355,18.05841659,7,1,-1.00023341,3.855645895,2.052720049,0.403158466
12283.22645,19.0613119,7,1,-1.00023341,3.85499835,2.052720049,0.403437111
12284.22935,20.06421921,7,1,-0.99987221,3.854674578,2.052720049,0.403715757
12285.23228,21.06714545,7,1,-1.00023341,3.854350805,2.052720049,0.403994395
12286.23517,22.07004127,7,1,-1.00023341,3.854027033,2.052720049,0.404273034
12287.23814,23.07301109,7,1,-1.00005281,3.853541374,2.052720049,0.404551703
12288.24101,24.07588045,7,1,-1.00023341,3.853379488,2.052720049,0.404830334
12289.24401,25.07887603,7,1,-1.00023341,3.853055716,2.052720049,0.405109005
12290.24685,26.08171864,7,1,-1.00005281,3.852893829,2.052720049,0.405387627
12291.24981,27.08467821,7,1,-1.00023341,3.852408171,2.052720049,0.405666285
12292.25279,28.08765803,7,1,-1.00023341,3.852246284,2.052720049,0.405944945
12293.25563,29.09049206,7,1,-1.00023341,3.852084398,2.052720049,0.406223571
12294.25851,30.09338006,7,1,-1.00023341,3.85159874,2.052720049,0.406502218
12295.26146,31.09633096,7,1,-1.00005281,3.851436853,2.052720049,0.40678087
12296.26437,32.09923492,7,1,-1.00023341,3.850951195,2.052720049,0.407059508
12297.26729,33.10216065,7,1,-1.00023341,3.850789309,2.052720049,0.407338153
12298.27019,34.10505921,7,1,-1.00005281,3.850627422,2.052720049,0.407616789
12299.27317,35.10803992,7,1,-0.83407289,3.86228323,2.052720049,0.407892822
12300.27603,36.11089716,7,1,-0.83407289,3.862445116,2.052720049,0.40812518
12301.27898,37.1138425,7,1,-0.83407289,3.862445116,2.052720049,0.408357556
12302.2819,38.1167621,7,1,-0.83425349,3.862607002,2.052720049,0.408589933
12303.28482,39.1196855,7,1,-0.83407289,3.862607002,2.052720049,0.408822317
12304.28772,40.12258619,7,1,-0.83425349,3.862768888,2.052720049,0.409054689
12305.29649,41.13135357,7,1,-0.83407289,3.862607002,2.052720049,0.409288419
12306.29943,42.13429478,7,1,-0.83407289,3.862445116,2.052720049,0.409520804
12307.30238,43.13724228,7,1,-0.83425349,3.862445116,2.052720049,0.409753195
12308.30524,44.14010798,7,1,-0.83425349,3.86228323,2.052720049,0.40998557
12309.30816,45.14302677,7,1,-0.83425349,3.86228323,2.052720049,0.410217951
12310.31108,46.14594249,7,1,-0.83407289,3.86228323,2.052720049,0.410450342
12311.31407,47.14893237,7,1,-0.83407289,3.862121344,2.052720049,0.410682743
12312.31697,48.15183467,7,1,-0.83407289,3.862121344,2.052720049,0.410915118
12313.31985,49.15471748,7,1,-0.83425349,3.861959457,2.052720049,0.411147491
12314.32276,50.15762992,7,1,-0.11091334,3.91360116,2.052720049,0.411353106
12315.32568,51.16054573,7,1,-0.11091334,3.915543556,2.052720049,0.411384017
12316.32859,52.16345885,7,1,-0.11091334,3.916838646,2.052720049,0.411414931
12317.33163,53.16649467,7,1,-0.11127456,3.917648077,2.052720049,0.411445861
12318.33443,54.16929365,7,1,-0.11109395,3.918295622,2.052720049,0.411476774
12319.3374,55.17226916,7,1,-0.11109395,3.919105053,2.052720049,0.411507683
12320.34027,56.17513214,7,1,-0.11109395,3.919752598,2.052720049,0.411538597
12321.3432,57.17806418,7,1,-0.11109395,3.920400143,2.052720049,0.411569524
12322.34611,58.18097784,7,1,-0.11109395,3.920723915,2.052720049,0.411600436
12323.34904,59.18390762,7,1,-0.11091334,3.921209574,2.052720049,0.411631348
12324.35194,60.18680738,7,1,-0.83425349,3.869729996,2.052720049,0.411691584
12325.35488,61.18974534,7,1,-0.83443409,3.86827302,2.052720049,0.411923977
12326.35777,62.19264086,7,1,-0.83425349,3.867301702,2.052720049,0.412156342
12327.36072,63.19558948,7,1,-0.83407289,3.866816044,2.052720049,0.412388724
12328.36361,64.19848076,7,1,-0.83425349,3.866330385,2.052720049,0.412621086
12329.36663,65.20149866,7,1,-0.83443409,3.865844727,2.052720049,0.412853496
12330.36952,66.20438836,7,1,-0.83425349,3.865359068,2.052720049,0.413085866
12331.37249,67.20735568,7,1,-0.83425349,3.864873409,2.052720049,0.413318265
12332.37538,68.21024929,7,1,-0.83389229,3.864711523,2.052720049,0.413550648
12333.37833,69.21319394,7,1,-0.83407289,3.864387751,2.052720049,0.413783025
12334.38117,70.21603887,7,1,-0.11109395,3.915867329,2.052720049,0.413978405
12335.38655,71.2214189,7,1,-0.11091334,3.917648077,2.052720049,0.414009405
12336.38894,72.2238086,7,1,-0.11127456,3.918619394,2.052720049,0.414040302
12337.39185,73.22671763,7,1,-0.11109395,3.919428825,2.052720049,0.41407122
12338.39477,74.2296341,7,1,-0.11073273,3.92007637,2.052720049,0.414102143
12339.39769,75.23255621,7,1,-0.11091334,3.920723915,2.052720049,0.414133051
12340.40062,76.23549002,7,1,-0.11091334,3.920885801,2.052720049,0.414163968
12341.40355,77.23841169,7,1,-0.11091334,3.921533346,2.052720049,0.41419488
12342.40644,78.24130485,7,1,-0.11091334,3.922019005,2.052720049,0.414225795
12343.40936,79.24422507,7,1,-0.11091334,3.922180891,2.052720049,0.414256715
12344.41228,80.24714415,7,1,-1.00023341,3.858559847,2.052720049,0.414339375
12345.41524,81.25010602,7,1,-1.00023341,3.856455326,2.052720049,0.414618037
12346.41814,82.25300684,7,1,-0.99987221,3.855322123,2.052720049,0.414896668
12347.42103,83.25589853,7,1,-1.00023341,3.854350805,2.052720049,0.415175307
12348.42405,84.25891711,7,1,-1.00005281,3.853541374,2.052720049,0.415453975
12349.4269,85.26176369,7,1,-0.05618873,3.920885801,2.052720049,0.415674333
12350.42985,86.26471201,7,1,-0.05618873,3.92266655,2.052720049,0.415689991
12351.4327,87.26757044,7,1,-0.05636934,3.923799753,2.052720049,0.415705652
12352.43562,88.27048763,7,1,-0.05600812,3.924609184,2.052720049,0.415721309
12353.43856,89.27342293,7,1,-0.05618873,3.925094843,2.052720049,0.415736958
12354.44152,90.27638773,7,1,-0.05618873,3.925580502,2.052720049,0.415752615
12355.44438,91.2792451,7,1,-0.05636934,3.92606616,2.052720049,0.415768268
12356.44735,92.2822159,7,1,-0.05618873,3.926389933,2.052720049,0.415783926
12357.45023,93.28509395,7,1,-0.05618873,3.927037477,2.052720049,0.415799577
12358.45315,94.28801437,7,1,-0.05618873,3.927199364,2.052720049,0.415815237
12359.45616,95.29103053,7,1,-0.05636934,3.927523136,2.052720049,0.415830884
12360.459,96.29386808,7,1,-0.05618873,3.927846909,2.052720049,0.415846541
12361.46196,97.29682696,7,1,-0.05618873,3.928170681,2.052720049,0.415862203
12362.46484,98.2997085,7,1,-0.05636934,3.928332567,2.052720049,0.415877854
12363.46774,99.30260294,7,1,-0.05618873,3.92865634,2.052720049,0.415893519
12364.47065,100.3055166,7,1,-0.05618873,3.928980112,2.052720049,0.415909184
12365.47216,101.3070261,7,1,-0.05618873,3.928980112,2.052720049,0.415924821
12366.48238,102.3172459,7,1,-0.05618873,3.929465771,2.052720049,0.415940584
12367.48529,103.320161,7,1,-0.05618873,3.929465771,2.052720049,0.415956243
12368.48818,104.3230484,7,1,-0.05600812,3.929789543,2.052720049,0.415971896
12369.49115,105.3260127,7,1,-0.05618873,3.929951429,2.052720049,0.415987544
12370.49402,106.3288814,7,1,-0.05636934,3.930113316,2.052720049,0.416003196
12371.49694,107.3318017,7,1,-0.05618873,3.930113316,2.052720049,0.416018865
12372.49986,108.3347273,7,1,-0.05636934,3.930275202,2.052720049,0.41603452
12373.50281,109.3376761,7,1,-0.05618873,3.930598974,2.052720049,0.416050174
12374.5057,110.3405687,7,1,-0.05618873,3.93076086,2.052720049,0.416065826
12375.50861,111.3434783,7,1,-0.05618873,3.931084633,2.052720049,0.416081471
12376.51153,112.3463964,7,1,-0.05618873,3.930922747,2.052720049,0.416097136
12377.51445,113.3493201,7,1,-0.05618873,3.931084633,2.052720049,0.416112794
12378.51737,114.3522367,7,1,-0.05636934,3.931084633,2.052720049,0.416128462
12379.52032,115.35519,7,1,-0.66664809,3.887213707,2.052720049,0.416194705
12380.52321,116.3580736,7,1,-0.66700929,3.885756731,2.052720049,0.416380442
12381.52612,117.3609891,7,1,-0.66682869,3.885109186,2.052720049,0.416566183
12382.52904,118.3639097,7,1,-0.66664809,3.884461641,2.052720049,0.416751911
12383.532,119.3668638,7,1,-0.66664809,3.88365221,2.052720049,0.416937653
12384.53489,120.3697556,7,1,-0.66664809,3.883166552,2.052720049,0.417123377
12385.5378,121.3726665,7,1,-0.66664809,3.882680893,2.052720049,0.417309106
12386.54079,122.3756538,7,1,-0.66664809,3.882195234,2.052720049,0.41749485
12387.54366,123.3785251,7,1,-0.66682869,3.881871462,2.052720049,0.417680565
12388.5466,124.3814699,7,1,-0.66682869,3.881223917,2.052720049,0.417866307
12389.54951,125.3843806,7,1,-1.1113081,3.848684788,2.052720049,0.418095159
12390.5524,126.3872633,7,1,-1.1113081,3.847065926,2.052720049,0.418404765
12391.55536,127.390229,7,1,-1.1114887,3.845932722,2.052720049,0.41871439
12392.55726,128.3921228,7,1,-1.1114887,3.845123291,2.052720049,0.419023692
12393.5602,129.3950643,7,1,-1.1113081,3.84431386,2.052720049,0.419333316
12394.56312,130.397985,7,1,-1.1113081,3.843504429,2.052720049,0.419642937
12395.56952,131.4043814,7,1,-1.1116693,3.842533112,2.052720049,0.419953625
12396.57483,132.4096951,7,1,-1.1114887,3.842047453,2.052720049,0.420263981
12397.57777,133.4126328,7,1,-1.1113081,3.841399908,2.052720049,0.420573598
12398.58068,134.415546,7,1,-1.1111275,3.840914249,2.052720049,0.420883199
12399.58355,135.4184177,7,1,-0.83389229,3.860502481,2.052720049,0.421161993
12400.58647,136.4213383,7,1,-0.83407289,3.860502481,2.052720049,0.421394375
12401.58946,137.4243289,7,1,-0.83407289,3.860340595,2.052720049,0.421626774
12402.59232,138.4271841,7,1,-0.83407289,3.860340595,2.052720049,0.421859144
12403.59522,139.4300887,7,1,-0.83425349,3.860016823,2.052720049,0.42209152
12404.59817,140.4330333,7,1,-0.83407289,3.859854937,2.052720049,0.422323905
12405.60106,141.4359235,7,1,-0.83425349,3.859531164,2.052720049,0.422556285
12406.60398,142.4388459,7,1,-0.83425349,3.859369278,2.052720049,0.422788667
12407.60695,143.4418206,7,1,-0.08436377,3.91360116,2.052720049,0.422940397
12408.60984,144.4447072,7,1,-0.08436377,3.915219784,2.052720049,0.422963903
12409.61276,145.447622,7,1,-0.08418316,3.916191101,2.052720049,0.422987392
12410.61569,146.4505556,7,1,-0.08418316,3.917162418,2.052720049,0.423010885
12411.61857,147.4534399,7,1,-0.08436377,3.917648077,2.052720049,0.423034386
12412.62153,148.4564011,7,1,-0.08436377,3.918295622,2.052720049,0.423057879
12413.62446,149.4593257,7,1,-0.08400255,3.919105053,2.052720049,0.423081361
12414.62736,150.4622232,7,1,-0.08418316,3.919428825,2.052720049,0.423104853
12415.63024,151.4651104,7,1,-0.08436377,3.919752598,2.052720049,0.42312834
12416.6332,152.4680705,7,1,-0.08454438,3.92007637,2.052720049,0.423151834
12417.63611,153.4709769,7,1,-0.08436377,3.920562029,2.052720049,0.423175328
12418.63901,154.473877,7,1,-0.08436377,3.920885801,2.052720049,0.423198822
12419.64196,155.4768229,7,1,-0.08454438,3.921209574,2.052720049,0.423222324
12420.64486,156.4797297,7,1,-0.08418316,3.921533346,2.052720049,0.423245824
12421.64776,157.4826246,7,1,-0.08436377,3.921857119,2.052720049,0.423269331
12422.65068,158.4855427,7,1,-0.08436377,3.922180891,2.052720049,0.423292815
12423.6536,159.4884639,7,1,-0.08436377,3.922342777,2.052720049,0.423316298
12424.6566,160.4914661,7,1,-0.08436377,3.922828436,2.052720049,0.423339786
12425.65705,161.4919186,7,1,-0.08418316,3.922990322,2.052720049,0.423363227
12426.66826,162.5031232,7,1,-0.08454438,3.922990322,2.052720049,0.423386928
12427.67117,163.5060341,7,1,-0.08436377,3.923314095,2.052720049,0.423410414
12428.67409,164.5089558,7,1,-0.08436377,3.923637867,2.052720049,0.423433899
12429.67697,165.5118391,7,1,-0.66682869,3.881062031,2.052720049,0.423534402
12430.67994,166.5148055,7,1,-0.66664809,3.880090714,2.052720049,0.423720141
12431.68281,167.5176714,7,1,-0.66664809,3.879443169,2.052720049,0.423905864
12432.68575,168.5206164,7,1,-0.66664809,3.878795624,2.052720049,0.424091599
12433.68865,169.5235121,7,1,-0.66664809,3.878309965,2.052720049,0.424277316
12434.69156,170.5264293,7,1,-0.66664809,3.877824306,2.052720049,0.424463055
12435.69448,171.5293497,7,1,-0.66682869,3.877338648,2.052720049,0.424648792
12436.69742,172.5322826,7,1,-0.66646749,3.877014875,2.052720049,0.424834529
12437.70032,173.5351864,7,1,-0.66664809,3.876691103,2.052720049,0.425020263
12438.70324,174.5381022,7,1,-0.66664809,3.876205444,2.052720049,0.425205999
12439.70616,175.5410308,7,1,-1.66686225,3.802547455,2.052720049,0.425527542
12440.70915,176.5440171,7,1,-1.66686225,3.800119162,2.052720049,0.425991979
12441.71202,177.5468887,7,1,-1.66704285,3.798176527,2.052720049,0.426456377
12442.71499,178.5498565,7,1,-1.66704285,3.796557665,2.052720049,0.426920798
12443.71789,179.5527603,7,1,-1.66686225,3.795100689,2.052720049,0.42738521
12444.72087,180.5557349,7,1,-1.38926578,3.814203262,2.052720049,0.427809958
12445.72367,181.5585394,7,1,-1.38890457,3.813717604,2.052720049,0.428196921
12446.72663,182.5614995,7,1,-1.38908517,3.812908173,2.052720049,0.42858394
12447.72951,183.5643778,7,1,-1.38926578,3.811936855,2.052720049,0.428970934
12448.73246,184.5673313,7,1,-1.38908517,3.811451197,2.052720049,0.429357953
12449.7354,185.5702666,7,1,-1.38908517,3.810641766,2.052720049,0.429744959
12450.7383,186.5731665,7,1,-1.38908517,3.810156107,2.052720049,0.430131963
12451.74118,187.5760486,7,1,-1.38908517,3.809508562,2.052720049,0.430518944
12452.74413,188.5789952,7,1,-1.38908517,3.808699131,2.052720049,0.430905959
12453.74703,189.5818971,7,1,-1.38908517,3.808051586,2.052720049,0.431292955
12454.74997,190.5848381,7,1,-0.55629581,3.868596792,2.052720049,0.431552205
12455.75536,191.5902278,7,1,-0.55629581,3.869891882,2.052720049,0.431707559
12456.76361,192.5984798,7,1,-0.55629581,3.870701313,2.052720049,0.431863362
12457.76655,193.6014175,7,1,-0.55629581,3.871186972,2.052720049,0.432018335
12458.76946,194.6043296,7,1,-0.55629581,3.871510744,2.052720049,0.432173315
12459.77237,195.6072394,7,1,-0.55629581,3.871834517,2.052720049,0.432328277
12460.77527,196.6101365,7,1,-0.55629581,3.872158289,2.052720049,0.432483235
12461.77824,197.6131032,7,1,-0.55629581,3.872643948,2.052720049,0.432638221
12462.7811,198.6159664,7,1,-0.55611521,3.872805834,2.052720049,0.432793186
12463.78403,199.6188935,7,1,-0.55611521,3.873129606,2.052720049,0.432948165
12464.78696,200.6218259,7,1,-1.33291566,3.815984011,2.052720049,0.433235973
12465.78991,201.6247717,7,1,-1.33291566,3.814688921,2.052720049,0.433607332
12466.79278,202.6276462,7,1,-1.33291566,3.813555717,2.052720049,0.433978652
12467.7957,203.6305625,7,1,-1.33291566,3.8125844,2.052720049,0.434349992
12468.79865,204.6335113,7,1,-1.33291566,3.811613083,2.052720049,0.434721344
12469.80153,205.636399,7,1,-1.33309627,3.810965538,2.052720049,0.435092674
12470.80446,206.6393225,7,1,-1.33309627,3.810317993,2.052720049,0.435464019
12471.80739,207.6422588,7,1,-1.33291566,3.809832335,2.052720049,0.435835365
12472.81033,208.6451948,7,1,-1.33309627,3.80918479,2.052720049,0.43620672
12473.81321,209.6480723,7,1,-1.33273506,3.808699131,2.052720049,0.436578054
12474.81617,210.6510349,7,1,-1.1114887,3.824402094,2.052720049,0.436910728
12475.81905,211.6539118,7,1,-1.1113081,3.824402094,2.052720049,0.437220326
12476.82199,212.6568585,7,1,-1.1113081,3.824240208,2.052720049,0.437529957
12477.82503,213.659893,7,1,-1.1114887,3.823916435,2.052720049,0.437839609
12478.82786,214.662724,7,1,-1.1113081,3.823754549,2.052720049,0.438149196
12479.83074,215.6656106,7,1,-1.1114887,3.823430777,2.052720049,0.4384588
12480.83368,216.6685444,7,1,-1.1113081,3.82326889,2.052720049,0.438768427
12481.83658,217.6714479,7,1,-1.1113081,3.823107004,2.052720049,0.439078037
12482.83948,218.674344,7,1,-1.1116693,3.822783232,2.052720049,0.439387645
12483.84241,219.6772797,7,1,-1.1114887,3.822783232,2.052720049,0.439697282
12484.84536,220.6802304,7,1,-1.1113081,3.822459459,2.052720049,0.440006911
12485.85562,221.6904864,7,1,-1.1114887,3.822135687,2.052720049,0.440318795
12486.85799,222.6928561,7,1,-1.1113081,3.822135687,2.052720049,0.44062825
12487.86094,223.6958091,7,1,-1.1113081,3.821811914,2.052720049,0.440937883
12488.86388,224.6987424,7,1,-1.1113081,3.821650028,2.052720049,0.441247498
12489.86677,225.701632,7,1,-1.1114887,3.821326256,2.052720049,0.441557109
12490.86968,226.7045495,7,1,-1.1113081,3.82116437,2.052720049,0.441866727
12491.8726,227.7074708,7,1,-1.1114887,3.820840597,2.052720049,0.442176344
12492.87552,228.7103826,7,1,-1.1114887,3.820678711,2.052720049,0.442485962
12493.87845,229.7133189,7,1,-1.1113081,3.820354939,2.052720049,0.442795591
12494.88137,230.7162372,7,1,-1.1113081,3.820193052,2.052720049,0.443105202
12495.88436,231.7192288,7,1,-1.1113081,3.81986928,2.052720049,0.44341484
12496.88718,232.7220436,7,1,-1.1113081,3.819707394,2.052720049,0.443724423
12497.89011,233.7249731,7,1,-1.1113081,3.819707394,2.052720049,0.444034041
12498.89302,234.7278834,7,1,-1.1114887,3.819383621,2.052720049,0.444343661
12499.89597,235.7308328,7,1,-1.1113081,3.819383621,2.052720049,0.444653296
12500.89891,236.7337794,7,1,-1.1114887,3.818897963,2.052720049,0.444962916
12501.90177,237.7366383,7,1,-1.1114887,3.81857419,2.052720049,0.445272515
12502.90469,238.7395578,7,1,-1.1113081,3.81857419,2.052720049,0.445582135
12503.90762,239.7424906,7,1,-1.1111275,3.818412304,2.052720049,0.445891761
12504.91055,240.7454207,7,1,-0.66682869,3.850789309,2.052720049,0.446114355
12505.91351,241.7483792,7,1,-0.66664809,3.851436853,2.052720049,0.44630009
12506.91641,242.7512715,7,1,-0.66682869,3.851760626,2.052720049,0.446485828
12507.91933,243.7542013,7,1,-0.66646749,3.852408171,2.052720049,0.446671572
12508.92225,244.7571133,7,1,-0.66664809,3.852893829,2.052720049,0.446857295
12509.92514,245.7600089,7,1,-0.2777963,3.881709576,2.052720049,0.44696414
12510.9281,246.7629699,7,1,-0.27815753,3.882519007,2.052720049,0.447041514
12511.931,247.7658622,7,1,-0.2777963,3.883490324,2.052720049,0.447118864
12512.93389,248.76876,7,1,-0.2776157,3.884299755,2.052720049,0.447196225
12513.93685,249.7717187,7,1,-0.2776157,3.884785414,2.052720049,0.447273578
12514.93972,250.7745886,7,1,-0.66664809,3.856779099,2.052720049,0.447431202
12515.94222,251.7770882,7,1,-0.66664809,3.856455326,2.052720049,0.447616858
12516.95142,252.7862849,7,1,-0.66682869,3.85629344,2.052720049,0.447803748
12517.95435,253.7892203,7,1,-0.66664809,3.856131554,2.052720049,0.447989484
12518.95727,254.7921388,7,1,-0.66682869,3.856131554,2.052720049,0.448175226
12519.96022,255.7950861,7,1,-0.05636934,3.900974035,2.052720049,0.44823502
12520.96309,256.7979533,7,1,-0.05618873,3.902269125,2.052720049,0.448250681
12521.96603,257.8008958,7,1,-0.05618873,3.903240442,2.052720049,0.448266338
12522.96896,258.8038235,7,1,-0.05618873,3.903887987,2.052720049,0.448282005
12523.97185,259.8067207,7,1,-0.05618873,3.904535532,2.052720049,0.448297664
12524.97476,260.8096312,7,1,-0.05636934,3.905183077,2.052720049,0.448313321
12525.97773,261.8125942,7,1,-0.05618873,3.905830622,2.052720049,0.448328976
12526.9806,262.8154682,7,1,-0.05618873,3.90631628,2.052720049,0.448344638
12527.98352,263.8183905,7,1,-0.05618873,3.906963825,2.052720049,0.448360293
12528.98644,264.821306,7,1,-0.05618873,3.907287598,2.052720049,0.448375955
12529.98937,265.8242362,7,1,-0.05618873,3.907773256,2.052720049,0.448391616
12530.99227,266.8271406,7,1,-0.05618873,3.908097029,2.052720049,0.448407284
12531.99523,267.8300914,7,1,-0.05600812,3.908582687,2.052720049,0.44842293
12532.99811,268.8329802,7,1,-0.05618873,3.90890646,2.052720049,0.44843858
12534.00106,269.8359244,7,1,-0.05618873,3.909230232,2.052720049,0.448454233
12535.01079,270.8456537,7,1,-0.05618873,3.909554005,2.052720049,0.448469996
12536.01372,271.848585,7,1,-0.05600812,3.910039663,2.052720049,0.448485639
12537.01667,272.8515339,7,1,-0.05618873,3.91020155,2.052720049,0.448501286
12538.01956,273.8544229,7,1,-0.05636934,3.910525322,2.052720049,0.448516943
12539.02248,274.8573429,7,1,-0.05618873,3.910849094,2.052720049,0.448532596
12540.0254,275.8602641,7,1,-0.05600812,3.911172867,2.052720049,0.448548257
12541.0283,276.863169,7,1,-0.05618873,3.911334753,2.052720049,0.448563907
12542.03123,277.8660973,7,1,-0.05618873,3.911658525,2.052720049,0.448579565
12543.04198,278.8768455,7,1,-0.05618873,3.911820412,2.052720049,0.448595353
12544.04488,279.8797496,7,1,-0.05600812,3.912144184,2.052720049,0.448611009
12545.04782,280.8826857,7,1,-0.05618873,3.912144184,2.052720049,0.448626668
12546.05516,281.8900251,7,1,-0.05618873,3.91230607,2.052720049,0.448642406
12547.06047,282.8953373,7,1,-0.05618873,3.912629843,2.052720049,0.448658096
12548.06341,283.8982729,7,1,-0.05636934,3.912629843,2.052720049,0.448673753
12549.0663,284.901163,7,1,-0.05618873,3.912953615,2.052720049,0.448689406
12550.06926,285.9041239,7,1,-0.05636934,3.912953615,2.052720049,0.448705067
12551.07214,286.9070027,7,1,-0.05618873,3.913439274,2.052720049,0.448720721
12552.07505,287.9099184,7,1,-0.05618873,3.913439274,2.052720049,0.448736366
12553.07805,288.9129206,7,1,-0.05600812,3.91360116,2.052720049,0.44875203
12554.08089,289.9157594,7,1,-0.05618873,3.913762808,2.052720049,0.448767686
12555.08381,290.9186749,7,1,-0.05600812,3.913924694,2.052720049,0.448783334
12556.08673,291.9215949,7,1,-0.05618873,3.91408658,2.052720049,0.448798987
12557.08965,292.924514,7,1,-0.05618873,3.91408658,2.052720049,0.448814642
12558.09264,293.9275096,7,1,-0.05618873,3.914248466,2.052720049,0.448830296
12559.09548,294.9303494,7,1,-0.05618873,3.914410353,2.052720049,0.448845957
12560.09843,295.9333011,7,1,-0.05636934,3.914410353,2.052720049,0.448861609
12561.10133,296.9361966,7,1,-0.05618873,3.914410353,2.052720049,0.448877269
12562.10428,297.9391486,7,1,-0.05618873,3.914734125,2.052720049,0.448892925
12563.10717,298.9420331,7,1,-0.05600812,3.914896011,2.052720049,0.448908575
12564.11014,299.9450109,7,1,-0.05618873,3.914896011,2.052720049,0.448924226
12565.11301,300.9478811,7,1,-0.05618873,3.914896011,2.052720049,0.448939874
12566.11596,301.9508237,7,1,-0.05600812,3.915219784,2.052720049,0.448955528
12567.11884,302.9537039,7,1,-0.05636934,3.915057898,2.052720049,0.448971183
